As of Date,Fiscal Year,Region,Borrower Country / Economy,Borrower Country / Economy Code,Project ID,Project Name,Procurement Category,Procurement Method,Project Global Practice,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country / Economy,Supplier Country / Economy Code,Supplier Contract Amount (USD),Borrower Contract Reference Number,Review type,Supplier ID
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Works,Direct Selection,Public Admin;Info & Communication,1649920,Proposed Completion of Court Construction in Olkalau Law Court,03/11/2021,DIDO AND SONS LIMITED,Kenya,KE,1658820.980000,KE-JRK-214509-CW-DIR,Post,562573
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Works,Direct Selection,Public Admin;Info & Communication,1649924,Proposed Completion of Court Construction in Mukurweini Law Court,03/09/2021,CONIER,Kenya,KE,561925.700000,KE-JRK-214518-CW-DIR,Post,562588
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1650142,"Supply and Delivery of DAT Equipment and Materials,",10/22/2020,GITHAMI IT SOLUTIONS,Kenya,KE,10433.680000,KE-KIRINYAGA COUNTY -178273-GO-RFQ,Post,516310
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1650143,supply and delivery of DAT Equipment and Materials,10/22/2020,KUZA BIASHARA LIMITED,Kenya,KE,16915.790000,KE-KIRINYAGA COUNTY-178273-GO-RFQ,Post,562916
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Consultant Services,Quality And Cost-Based Selection,Water/Sanit/Waste,1650371,"CONSULTING SERVICES FOR FEASIBILITY STUDIES, DETAILED DESIGNS, BIDDING AND SAFEGUARD DOCUMENTS PREPARATION AND  CONSTRUCTION SUPERVISION OF EIGHT PROJECTS IN SEVEN WATER SERVICE PROVIDERS",04/29/2021,BHUNDIA ASSOCIATES CONSULTING ENGINEERS,Kenya,KE,2191344.170000,KE- WASREB-37529-CS-QCBS,Prior,332744
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Bids,Agriculture,1650485,SUPPLY AND DELIVERY OF SEX SORTED SEMEN STRAWS,02/11/2021,AGROLIVE ENTERPRISES,Kenya,KE,185157.230000,MOALF/KCSAP/UGC/RFB/05/2019/2020,Post,563580
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Works,Direct Selection,Public Admin;Info & Communication,1650724,Proposed completion of court construction in Kibera law Court,04/14/2021,HASHIT CONSTRUCTION AND GENERAL SUPPLIES LIMITED,Kenya,KE,221986.780000,KE-JRK-221782-CW-DIR,Post,368688
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1650742,Supply and Delivery of Hardwood Furniture in Garissa Law Court,03/01/2021,GRAIN LINK EAST AFRICA,Kenya,KE,87253.780000,KE-JRK-199912-GO-RFQ,Post,563965
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1650776,Supply and Delivery of Office Furniture in Kajiado Law Court,01/18/2021,APICAH FURNITURE LTD,Kenya,KE,61034.640000,KE-JRK-183088-GO-RFQ,Post,564094
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1650790,Supply and Delivery of Hardwood Furniture in Kwale Law Court,02/17/2021,HARDWOOD FURNITURE (EA) LIMITED,Kenya,KE,59687.400000,KE-JRK-183071-GO-RFQ,Post,694993
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Consultant Services,Quality And Cost-Based Selection,Water/Sanit/Waste,1650904,"Consulting Services for Detailed Design Review, Environmental Social Impact Assessment (ESIA), Resettlement Action Plan (RAP) and Supervision of Works for the Thika Water Supply Augmentation project",04/09/2021,SMEC KENYA LTD IN ASSOCIATION WITH SMEC SOUTH AFRICA,Kenya,KE,1200587.930000,KE-THIWASCO-18892-CS-QCBS,Prior,380430
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1651962,Supply and Delivery of Furniture at Makueni Law Court,12/22/2020,SAIPE TOUCH,Kenya,KE,91664.870000,KE-JRK-183094-GO-RFQ,Post,543401
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1651987,Supply and Delivery of Office Furniture for Garissa Law Court,01/18/2021,FIRST CHOICE LTD,Kenya,KE,54214.990000,KE-JRK-199916-GO-RFQ,Post,408846
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1652016,Supply and Delivery of Office Furniture in Kakamega Law Court,09/29/2020,HARDWOOD FURNITURE (EA) LIMITED,Kenya,KE,66210.010000,KE-JRK-183064-GO-RFQ,Post,694993
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1652024,"Supply and Delivery of Furniture for Registrar, High Court",03/06/2021,PACO INVESTMENT,Kenya,KE,53229.720000,KE-JRK-199914-GO-RFQ,Post,563987
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1652070,Supply and Delivery of Hardwood furniture in Kapenguria Law Courts,02/15/2021,ONAGI HOLDINGS LTD,Kenya,KE,77958.080000,KE-JRK-183072-GO-RFQ,Post,519745
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1652421,SUPPLY  AND DELIVERY OF ALUMINUM CANS WITH LEAD (10LTRS) BRANDED OPERATION 'MAZIWA LITA KUMI' AND MASTITIS TESTING KITS,02/12/2021,SALIN AGROCHEM,Kenya,KE,11182.820000,MOALF/KCSAP/UGC/RFB/07/2019/2020,Post,552030
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1652421,SUPPLY  AND DELIVERY OF ALUMINUM CANS WITH LEAD (10LTRS) BRANDED OPERATION 'MAZIWA LITA KUMI' AND MASTITIS TESTING KITS,02/12/2021,PACIFIC GENERAL INVESTMENT,Kenya,KE,11182.820000,MOALF/KCSAP/UGC/RFB/07/2019/2020,Post,552033
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1652421,SUPPLY  AND DELIVERY OF ALUMINUM CANS WITH LEAD (10LTRS) BRANDED OPERATION 'MAZIWA LITA KUMI' AND MASTITIS TESTING KITS,02/12/2021,LYMES COMPANY LIMITED,Kenya,KE,11182.820000,MOALF/KCSAP/UGC/RFB/07/2019/2020,Post,552040
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1652421,SUPPLY  AND DELIVERY OF ALUMINUM CANS WITH LEAD (10LTRS) BRANDED OPERATION 'MAZIWA LITA KUMI' AND MASTITIS TESTING KITS,02/12/2021,KIPNYIGEI COMPANY LIMITED,Kenya,KE,11169.410000,MOALF/KCSAP/UGC/RFB/07/2019/2020,Post,552051
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1652421,SUPPLY  AND DELIVERY OF ALUMINUM CANS WITH LEAD (10LTRS) BRANDED OPERATION 'MAZIWA LITA KUMI' AND MASTITIS TESTING KITS,02/12/2021,MOIBEN CONNECTIONS LIMITED,Kenya,KE,11182.820000,MOALF/KCSAP/UGC/RFB/07/2019/2020,Post,603467
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1652421,SUPPLY  AND DELIVERY OF ALUMINUM CANS WITH LEAD (10LTRS) BRANDED OPERATION 'MAZIWA LITA KUMI' AND MASTITIS TESTING KITS,02/12/2021,MASHAMBANI FARM INPUT,Kenya,KE,11182.820000,MOALF/KCSAP/UGC/RFB/07/2019/2020,Post,603472
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Bids,Public Admin;Info & Communication,1652434,Supply and Delivery of Directional Signage,08/27/2019,ONAGI HOLDINGS LTD,Kenya,KE,42832.470000,JPIP/NCB/GOODS/04/2018-2019,Post,519745
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1652775,"Program for improvement of water services in Mombasa county, North Mainland Nyali Phase 1",03/23/2021,DANAFF KENYA COMPANY LIMITED,Kenya,KE,5475030.460000,KE-MOWI-47509-CW-RFB,Post,362656
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1652800,"Supply, Installation and Commissioning of Local Area Network in Kwale Law Court",02/05/2021,A-Z TECHNOLOGIES LIMITED,Kenya,KE,64373.580000,KE-JRK-183062-GO-RFQ,Post,958500
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P120014,KE Electricity Modernization Project,Consultant Services,Quality And Cost-Based Selection,,1652826,Consultancy Services for the Power Market Study in the Electric Power Sub- Sector.,02/12/2021,AF MERCADOS EMI,Spain,ES,312351.640000,KE-MOE-123695-CS-QCBS,Post,329414
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1653019,"Supply, Installation and Commissioning of Local Area Network in Kakamega Law Court",12/15/2020,RANCHI CONSTRUCTION & COMMUNICATIONS,Kenya,KE,56712.010000,KE-JRK-183051-GO-RFQ,Post,543363
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P105269,Judicial Performance Improvement,Goods,Request for Quotations,Public Admin;Info & Communication,1653024,"Supply, Installation and Commissioning of Local Area Network in Isiolo Law Court",12/22/2020,INTEGRATED SUPPLIERS AND CONSULTANCIES,Kenya,KE,65168.090000,KE-JRK-183049-GO-RFQ,Post,429370
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Direct Selection,Health,1653262,Procurement of Abbot Realtime SARS COV-2 Kits,01/22/2021,PHILLIPS HEALTHCARE TECHNOLOGIES LIMITED,Kenya,KE,564451.810000,KE-KEMSA-193291-GO-DIR,Post,569127
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Direct Selection,Health,1653277,Supply of PCR machines (ABI QuantStudio 5),02/22/2021,AFRICA BIOSYSTEMS LIMITED,Kenya,KE,858759.200000,KE-KEMSA-193289-GO-DIR,Post,345899
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Consultant Services,Direct Selection,Agriculture,1653295,Contract for ATO Coordinator,05/18/2020,THULE MUKUHI MAHLANGU LENNEIYE,Kenya,KE,298800.000000,KE-MOALF-173158-CS-CDS,Prior,569205
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Direct Selection,Health,1653320,"Supply, Delivery and Refilling of Bulk Cryogenic Liquid Medical Oxygen in bulk liquid Oxygen Vessels",04/12/2021,BOC KENYA PLC,Kenya,KE,526772.340000,KE-KEMSA-221900-GO-DIR,Post,506804
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Direct Selection,Health,1653368,PROCUREMENT OF PCR MACHINES (ABI QuantStudio 5),01/18/2021,AFRICA BIOSYSTEMS LIMITED,Kenya,KE,513000.000000,KE-KEMSA-201764-GO-DIR,Post,345899
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1653455,"Supply, Installation and Commissioning of Laboratory Equipment",02/03/2021,CROWN HEALTHCARE (K) LTD.,Kenya,KE,76459.680000,KEMSA/WB-CERP/RFQ-04-2020/2021,Post,118820
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1653471,"Supply, Installation and Commissioning of Laboratory Equipment",01/21/2021,FARAM E.A LIMITED,Kenya,KE,59667.410000,CONTRACT NO. KEMSA/WB-CERP/RFQ-04-2020/2,Post,655119
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1653622,Purchase of Double Cab 4x4 Pickup,04/16/2021,TOYOTA BHOGAL GARAGE,Kenya,KE,58899.700000,KE-NAKURU COUNTY-225768-GO-RFQ,Post,562869
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1653627,Purchase of mama packs,04/12/2021,MODIANT LIMITED,Kenya,KE,6873.790000,KE-NAKURU COUNTY-192493-GO-RFQ,Post,562611
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1653627,Purchase of mama packs,04/12/2021,VALCARE INVESTMENTS,Kenya,KE,6873.790000,KE-NAKURU COUNTY-192493-GO-RFQ,Post,562874
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Bids,Agriculture,1653898,Proposed Rehabilitation of Awach Kano Irrigation Scheme for Increased Productivity,01/28/2021,NALIYE AGENCY,Kenya,KE,493170.360000,KE-KISUMU COUNTY-200448-CW-RFB,Post,537363
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1654310,Supply and delivery of 2 No. motor vehicles 4x4WD Pick ups double cabin,11/19/2020,EVERNOTE CONSULTANTS LIMITED,Kenya,KE,162077.010000,KE-KWAWASCO-188520-GO-RFB,Post,471919
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1654318,"CONSTRUCTION OF COLLECTOR AND TRANSMISSION LINES, DRILLING OF BOREHOLES, EQUIPPING AND AUXILIARY FACILITIES",09/14/2021,THOMAS & PIRON GRANDS LACS LTD,Kenya,KE,7343695.630000,KE-KWAWASCO-206973-CW-RFB,Post,565232
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1654319,Laying of distribution lines from Mabokoni reservoir to Ukunda town and evirons,09/14/2021,SOBETRA UGANDA LIMITED,Kenya,KE,7341182.650000,KE-KWAWASCO-203531-CW-RFB,Post,562702
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P161305,Horn of Africa Gateway Development Project,Goods,Request for Quotations,Info & Communication;Transportation,1654393,Procurement of a Motor Vehicle,05/25/2021,ISUZU EAST AFRICA LIMITED,Kenya,KE,59341.700000,KE-NTSA-204331-GO-RFQ,Post,348919
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1654609,KE-TAVEVO-202752-GO-RFB- SUPPLY AND DELIVERY OF BACKHOE EXCAVATOR (1 NO),03/05/2021,SPURLIGHT AFRICA LTD,Kenya,KE,135436.020000,KE-TAVEVO-202752-GO-RFB,Post,571874
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1654617,SUPPLY AND DELIVERY OF SEEDLINGS FOR WABUKHONYI SLM PROJECT.,04/27/2020,SHAMMAH ROWN GROUP,Kenya,KE,15762.990000,KE-BUNGOMA COUNTY-160455-GO-RFQ,Post,572386
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Quotations,Water/Sanit/Waste,1655062,KE-TAVEVO-82757-GO-RFB- SUPPLY AND DELIVERY OF WATER QUALITY TEST KIT,02/19/2021,CHEMTRON ENTERPRISES,Kenya,KE,15621.210000,KE-TAVEVO-82757-GO-RFQ,Post,572442
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1655647,SUPPLY AND DELIVERY OF ZTAGS EAR TAGS,02/12/2021,CARCHE GLOBAL LIMITED,Kenya,KE,3820.230000,KE-UASIN GISHU COUNTY-187668-GO-RFQ,Post,574633
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1655647,SUPPLY AND DELIVERY OF ZTAGS EAR TAGS,02/12/2021,VELANIN HOLDINGS LTD,Kenya,KE,3707.870000,KE-UASIN GISHU COUNTY-187668-GO-RFQ,Post,574634
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1655647,SUPPLY AND DELIVERY OF ZTAGS EAR TAGS,02/12/2021,SAISA GROUP LTD,Kenya,KE,3707.870000,KE-UASIN GISHU COUNTY-187668-GO-RFQ,Post,574635
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1655693,"Supply, delivery and installation of video conference equipment.",11/23/2020,PILLAR AUDIO VISUAL LTD,Kenya,KE,68384.060000,KE-BUNGOMA COUNTY-172833-GO-RFQ,Post,486060
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Consultant Services,Quality And Cost-Based Selection,Water/Sanit/Waste,1655783,"CER FOR: DESIGN REVIEW, SAFEGUARDS DOCUMENTS, CONSTRUCTION SUPERVISION OF WORKS CONTRACT AND TECHNICAL SUPPORT TO MOMBASA WATER SUPPLY & SANITATION COMPANY LIMITED​",05/10/2021,Tertiary Consult Engineers Ltd,Kenya,KE,1668081.960000,KE-MOWASCO-79877-CS-QCBS,Prior,337154
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Consultant Services,Quality And Cost-Based Selection,Water/Sanit/Waste,1655783,"CER FOR: DESIGN REVIEW, SAFEGUARDS DOCUMENTS, CONSTRUCTION SUPERVISION OF WORKS CONTRACT AND TECHNICAL SUPPORT TO MOMBASA WATER SUPPLY & SANITATION COMPANY LIMITED​",05/10/2021,BATCH ASSOCIATES LIMITED,Kenya,KE,1668081.960000,KE-MOWASCO-79877-CS-QCBS,Prior,383916
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1655947,"Supply,Delivery,Installation and Commissioning of audio visual teleconferencing system",01/05/2021,UJUZI CODE LIMITED,Kenya,KE,67213.140000,KE-KIRINYAGA COUNTY-167891-GO-RFQ,Post,573883
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1656115,SUPPLY AND DELIVERY OF BOMA RHODES,03/23/2021,CHEPTUIN LOGISTICS,Kenya,KE,6418.850000,KE-UASIN GISHU COUNTY-211066-GO-RFQ,Post,575785
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1656115,SUPPLY AND DELIVERY OF BOMA RHODES,03/23/2021,SOLANA AGRIFARM DISTRIBUTORS,Kenya,KE,6418.850000,KE-UASIN GISHU COUNTY-211066-GO-RFQ,Post,575793
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1656115,SUPPLY AND DELIVERY OF BOMA RHODES,03/23/2021,NEW ELDORET VETERINARY SERVICES,Kenya,KE,6418.850000,KE-UASIN GISHU COUNTY-211066-GO-RFQ,Post,575805
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1656115,SUPPLY AND DELIVERY OF BOMA RHODES,03/23/2021,FARMYARD INTERNATIONALINVESTMENT,Kenya,KE,6418.850000,KE-UASIN GISHU COUNTY-211066-GO-RFQ,Post,575811
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1656115,SUPPLY AND DELIVERY OF BOMA RHODES,03/23/2021,KAMUGET ENTERPRISES,Kenya,KE,6411.140000,KE-UASIN GISHU COUNTY-211066-GO-RFQ,Post,575816
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1656115,SUPPLY AND DELIVERY OF BOMA RHODES,03/23/2021,MERRY CHEM COMPANY LTD,Kenya,KE,6418.850000,KE-UASIN GISHU COUNTY-211066-GO-RFQ,Post,577302
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1656135,CONSTRUCTION OF OUT - GROWER UNIT 'B' IN BUNYALA NORTH WARD,02/22/2021,BURNLY INVESTMENT,Kenya,KE,33235.490000,KE-BUSIA COUNTY-211052-CW-RFQ,Post,545116
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1656271,SUPPLY AND DELIVERY OF ALL MALE TILAPIA FINGERLINGS FOR BUKANI SUB-PROJECT,02/22/2021,TWENTY FIRST CENTURY SERVICES,Kenya,KE,13059.700000,KE-BUSIA COUNTY-182332-GO-RFQ,Post,461738
